filename,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60
Cd2(L2)2(Br)2ref77_no_solvent,-5.852445107,1.489226494,-4.36805758,-2.607927179,7.214957615,4.731256639,0.386955753,-5.132557595,1.33909735,-1.09595963,-0.718848596,0.896820938,-2.023128103,-3.280275732,1.428519986,-1.504406414,1.647868629,-0.095953736,-1.13366778,0.576184087,-0.071033266,-0.537634441,1.702457789,1.048609925,0.506366291,-0.823414066,-0.653869554,0.768537776,-0.243319687,-0.136894423,1.045946563,0.355723042,0.88860365,1.302489239,-0.598231042,0.718691318,0.568593966,0.070581178,-0.010816454,0.752552389,0.481665555,-0.645782563,-0.701109809,-0.371014845,-0.238395594,-0.648157274,0.188203259,-0.036064779,-0.170310808,-0.041795805,0.582493578,0.508598933,-0.511349347,-0.05903494,0.498318201,-0.169883185,0.15691205,0.421788328,-0.068266704,-0.034718429
Cd--ref76_no_solvent,-0.199817218,-4.844221787,1.384475143,1.020886199,-1.444361865,-0.181465108,0.198693066,0.930328877,1.017099175,-1.481550243,0.6110834,1.029887929,0.155538385,-0.34896898,-0.679350283,0.723404899,0.323751884,-0.065983118,0.069803422,0.564707675,0.489244022,-0.113805996,0.229953376,0.468025489,0.31725561,-0.527077953,0.345211289,0.212317698,0.265221917,0.160578112,0.163023119,-0.091612051,-0.327486635,-0.238834839,0.184698222,0.299707018,-0.000976553,0.359280407,-0.055234673,0.322097705,0.149177898,0.018483486,-0.136544832,-0.015328546,0.023935173,0.07929519,-0.017118559,-0.019567048,-0.040086807,-0.064339215,0.105715187,-0.05403522,-0.057094204,0.015943915,-0.201591745,0.026632046,0.166901005,-0.048333377,0.028694143,-0.011360643
Co(L13)2_no_solvent,-2.915847618,-1.768869776,1.377311686,0.468515491,-1.63847376,-0.213388968,1.747209603,0.036846763,0.504046027,-0.308866306,0.566559538,1.337986521,0.527216783,-0.096066234,-0.761506203,-0.315614828,-0.407973934,0.521543166,-1.254087842,0.18096619,0.357954958,0.547207938,-0.188435029,-0.262531186,0.581506553,-0.047554651,-0.196175143,0.22335899,-0.003817159,0.296408817,0.041362671,-0.041557996,0.276166808,0.169256134,0.149537437,0.11404371,0.11310799,0.305729284,-0.037642355,-0.020473561,0.197891384,-0.03960214,0.047251928,-0.454462989,-0.016185659,-0.313645526,-0.044255869,-0.119351818,-0.051786445,-0.026444255,-0.033827223,-0.210844985,-0.114566471,0.14307134,0.001116457,-0.020899141,-0.012959697,0.149187648,-0.190589672,-0.057718529
Co-btz-ht_no_solvent,-4.483973976,5.863828263,4.003612145,-3.48162127,1.751177309,-2.124034326,4.328636375,-3.333170388,-1.5274956,2.798919843,-0.739903297,-1.177545148,0.186742645,2.385068162,0.343519151,-0.116383301,-2.341197554,1.788639863,-1.166106885,0.481515498,-0.174306972,-0.47473865,1.750687724,2.500414679,-0.907956544,0.198323913,0.568331471,-0.342690365,-1.367281729,0.498904167,0.410674642,-0.810369483,0.452814714,-0.276345647,0.314224043,-0.431374685,-0.404298927,0.066771574,0.114429498,0.341746497,-0.052414784,-0.047430366,-0.254132832,0.111444064,-0.070840483,0.196078641,-0.07158643,0.134386601,-0.028038398,-0.023070644,-0.02218512,-0.178882847,0.053313321,0.246677802,-0.226451421,-0.138324122,-0.196123864,-0.06069359,0.14582899,-0.256928162
Co-NIC_no_solvent,-8.660738523,-6.656746558,-14.2234725,-0.912442074,22.02873194,12.75205572,-6.015531204,-13.55815835,17.17527567,3.251666693,13.9574491,-2.278487076,2.672824118,1.224077437,-0.074540212,2.013958675,-0.539704576,-1.230733734,0.234569434,0.181390345,-0.096365703,-0.377251381,-0.656957141,0.18973547,0.144261682,-0.587715402,-0.069342669,1.050056605,0.098965591,-0.211477387,-0.320697247,-0.42074606,0.07256732,-0.612340679,0.122945402,-0.444897507,-0.128897042,0.199424225,0.003506864,0.127398654,-0.359599546,-0.003576664,0.452933669,0.098690107,0.052855891,0.202695556,-0.04749794,-0.069457689,-0.00391436,0.097167423,-0.205825503,-0.339296172,0.117582769,0.322188302,-0.18999291,-0.061277762,-0.061568224,-0.3492194,-0.061882585,0.156178682
CPM-75_no_solvent,-0.171632752,-4.420998068,-2.068228164,1.598096892,1.411551179,0.403461971,-2.596323085,2.398462116,-2.109141423,0.958449647,-0.92320727,-1.440681351,-1.289380689,-1.506665414,-1.087366385,-0.077049682,0.088882379,-0.154143263,-0.245042647,0.471198721,0.400738065,0.166118163,-0.187712572,1.138559563,-0.985831206,-0.319434834,-0.309258495,-0.359927518,0.156771725,-0.090004513,-0.402741747,-0.171583518,-0.237760055,0.082893337,-0.255524764,-0.015196472,-0.017504393,-0.021487304,-0.687208322,-0.597607392,0.101091305,-0.197255174,-0.179299402,-0.18282651,0.237801992,0.174220908,0.020682431,0.264577318,-0.043640059,-0.248987206,0.229042648,0.186197943,0.262917526,-0.071755601,-0.025375993,0.125501448,0.013271635,0.150505153,0.015801681,-0.00610943
CSMCRI-2_no_solvent,-3.153345465,0.62500393,3.888196855,-0.443510196,0.682953279,-1.013326774,1.090889307,-1.453513491,-1.342977613,0.885847167,0.992832077,-0.386868057,-1.303918984,-1.259120329,-0.328560264,-0.420136006,0.083456611,0.732803208,0.914477641,0.401318748,0.009874764,0.831779001,0.211476223,0.264521064,0.381029458,-0.315583481,-0.082145212,-0.583319397,0.001857874,-0.435875448,-0.347626361,-0.133028821,-0.545404182,0.327848324,-0.612855602,0.362243582,0.08309597,-0.485852003,0.195999977,0.093618961,-0.259318358,-0.00242943,0.060107861,0.045278944,0.027059709,0.174788411,0.28214124,-0.145529978,0.220012237,-0.084290116,-0.084651638,0.07527531,-0.148080914,0.02486784,0.123879916,-0.160413426,0.101644174,-0.136248743,0.062033915,0.065779474
CSMCRI-3_no_solvent,-3.16207746,2.876017878,2.15818246,-2.393396961,-1.921517956,0.569458098,2.977295341,-2.552326222,-0.879352528,0.711560105,0.392147365,1.296503797,0.001005575,0.445955323,-0.752859371,-0.974419157,-0.4634934,1.687042193,0.389845625,0.41733152,1.200578339,0.997711022,-0.011246755,-0.266197527,1.473292221,0.174666943,-0.57237951,0.115876173,0.338685804,-0.3227366,-0.752407761,-0.124926893,0.147543283,-0.003646204,0.324903597,0.154537899,-0.113770953,-0.329069344,0.204892013,-0.157211325,-0.166222273,-0.320819321,0.364813894,-0.061585235,-0.046755074,0.099961933,0.04757637,0.067248121,-0.117674317,-0.206921211,0.173055573,0.078863802,0.113026508,0.145730633,-0.133176754,-0.033331892,0.06965477,-0.122585863,0.058869575,-0.146751448
CSMCRI-9_no_solvent,-1.902334706,4.808413075,4.850703179,-1.943481708,1.149890273,-2.125538205,1.292246488,-4.452872028,-1.496938029,0.534064462,-0.499845565,1.164086234,-1.216181187,-0.870150935,-0.051697793,-0.055122281,-0.615906009,0.732408112,1.440218028,1.64115323,0.591563227,-0.298720035,2.484151551,2.772539757,0.467428527,1.4557891,-0.966121499,0.192234629,0.186056513,-0.536920182,1.038713219,-0.497246791,-0.182091546,0.093158353,0.287232782,0.06742205,-0.478336219,-0.277461532,-0.139492482,-0.129059595,0.2503406,-0.130343236,0.292186586,0.231190427,-0.008499862,0.336036725,-0.266801552,0.165029859,0.271581658,-0.068344252,0.230212392,0.007200184,-0.154516375,-0.172475887,0.177641498,0.330595772,0.240720341,-0.132022618,0.131828463,0.269665658
Cu(MTABA)_no_solvent,-2.823330388,0.694851154,4.729442677,0.52010166,2.294232296,-1.685894052,0.6776413,-1.723280654,-1.613294282,1.242463612,0.90626953,-1.279957379,-1.274940509,-1.636447481,-1.487755589,0.807596755,-0.535921943,0.29597311,0.063312878,0.334607745,-0.376087126,0.357389551,-0.776557339,0.555514002,-0.031303078,0.1743993,0.050331544,-0.163392341,0.538153391,0.134595139,0.044322811,0.273937271,-0.548749378,-0.507140039,0.357967101,-0.211785266,0.007994384,0.458042368,0.330536228,-0.211800165,-0.440539154,-0.345077879,0.112530368,-0.280011284,0.040354799,-0.023477118,-0.503998663,-0.075112621,-0.3413278,0.251894888,-0.187572755,0.090200937,-0.067203844,-0.371567532,-0.292208552,0.311186688,-0.027325728,-0.112706384,0.216709659,-0.323951424
Cu3(BTP)2_no_solvent,-2.24784233,-3.877003899,-0.15661934,0.475245376,-3.817480758,1.35346935,1.931790238,0.876872413,2.109828972,1.641658871,-1.865176082,0.493833198,1.914144958,1.565937921,0.323268851,-0.629964224,-0.057324482,0.065760187,0.316202778,0.200239865,0.751927953,-0.638123684,0.724623391,0.042585421,-0.169591794,-0.685928799,-0.566773752,-0.367780904,-0.268284528,0.103576601,0.360837287,0.247882595,-0.273195577,-0.340017857,0.120249402,-0.097944372,-0.244875265,0.309951649,0.434368549,0.210096689,0.245098769,-0.31346373,0.206351172,0.243719138,-0.142765591,-0.208938077,-0.379022681,-0.338943255,0.145271405,0.173324142,-0.015924145,0.14151513,0.157959143,0.021835326,0.03890619,0.052848844,0.095465942,0.094065749,-0.249949086,0.026886904
CUK-1_no_solvent,2.961316706,-3.678110711,-1.411130571,-0.117917313,-2.423486328,0.116057626,-1.947516507,0.78296876,-0.454514475,0.806418782,1.000730907,-0.085102845,-0.313425066,0.142327797,-0.988534265,0.256234291,-1.705794807,0.686695704,-1.239544568,0.972909734,-0.411316268,0.150536576,-0.170590849,-0.894647217,0.772706071,0.7294494,0.290037514,1.20642122,0.680409538,0.205977974,-0.340251281,-0.330651286,-0.166005332,0.724695649,0.037030163,0.641903586,-0.018467173,0.382132325,0.085667279,-0.008888083,-0.045204821,-0.081112647,0.075293321,0.005906241,0.083369885,-0.037602061,0.350218529,0.199404285,0.134493473,-0.215925427,0.062320107,-0.165795009,-0.10584815,-0.150044005,-0.081396677,-0.191230784,0.036473977,0.043582675,0.10348939,-0.015636829
Cu-PCN_no_solvent,0.923091321,-2.126509156,0.816921217,3.35548367,-3.012802819,2.066200199,-0.975821211,1.023448848,1.260598826,-2.896250602,0.564033081,-0.068719456,-1.007162706,0.063139284,0.034756773,1.030970975,-0.246141766,-0.661852891,-0.22846202,-0.093723764,-0.053811736,-0.301315217,0.416471907,0.338768576,-0.271698743,0.47121697,-0.720304964,0.011837857,-0.207984704,-0.438924333,-0.447546112,0.33077553,0.429938159,-0.357959459,-0.022728944,0.1276549,-0.027232886,-0.252068612,0.127989718,0.004899753,-0.013812128,0.121227144,-0.17230466,-0.034479467,0.016984458,-0.181670556,-0.028081727,0.128902718,-0.130214741,-0.092722941,0.098785668,-0.175066264,0.043051564,-0.043535449,-0.083859374,-0.036041356,0.133704752,-0.080750375,-0.034208378,-0.119427088
dptz-CuSiF6_no_solvent,-3.870712686,2.562361911,-0.202865251,-3.52324162,-2.500017931,1.845452579,2.096273433,-0.52522291,-2.979556246,-0.870591618,3.077390466,1.197822174,1.13237791,1.987348597,-2.892875787,-2.105773953,1.538106115,-0.715710209,1.00642811,-0.067587163,-1.554941244,0.376177878,-0.519621024,0.055719027,0.924728733,-0.338525236,-0.415334465,-0.193962039,-0.081275478,0.251181148,-0.373125069,-0.193408938,0.733295382,0.381084935,-0.011716549,0.13963813,-0.374079322,0.21955802,0.252322986,-0.024977079,-0.007904171,-0.753616323,0.316704377,0.443190225,-0.480729812,0.057482716,-0.149640792,-0.059902326,-0.022283241,0.23660352,0.09594052,0.06794813,0.203111723,0.017746549,-0.167627902,-0.028198251,-0.033531357,-0.262373215,0.203526066,0.187182873
dptz-CuTiF6_no_solvent,-5.411647554,3.492567954,-2.396494562,-3.51930915,2.13406018,3.745431825,2.963593375,-3.283880843,-1.888315319,-1.50923253,-1.233302001,3.480487298,0.580775789,1.821544155,-0.18304836,1.535728172,0.69196639,2.200143762,-0.293928799,1.144241651,0.026355209,1.308733868,0.98063548,-0.663362807,2.384120395,-0.772440259,1.540673576,-0.030258999,-1.445880205,-0.94741653,-2.792752367,0.898678321,0.204571351,-1.084064564,-0.950477287,-0.634870026,-0.874801889,0.122792803,-0.10963046,-0.911412969,0.823397569,0.465142952,-0.592568269,-0.529034024,-0.05141352,-0.537339606,-0.248154995,0.119183089,-0.297789462,-0.310779826,-0.078991942,0.543068084,-0.205569136,-0.108426676,0.073860469,0.099830036,-0.086288429,-0.33789366,-0.040817295,0.132294168
DUT-51(Hf)_no_solvent,7.860422907,5.74227004,6.746085201,-6.824756341,2.53855254,0.741652377,-5.894336911,2.526378069,1.001141455,-3.649348755,0.065534893,-3.027765983,3.789862975,-2.77437895,1.973880648,-3.210212684,0.507581091,-0.546690585,-0.284115837,-0.559693061,0.892774558,-1.34595295,-1.153853357,1.51758372,2.517097517,-0.851660784,0.932528918,0.854323127,-0.072271448,-1.928332663,-1.168008064,0.378585162,-0.415111748,-0.526125698,0.548951496,-0.301564541,-0.213954142,-0.999826124,-0.021684309,0.138483284,0.307443427,-0.555077911,-0.126520002,-0.971664594,-0.126110943,1.146377788,-0.155812039,0.015487579,0.354353359,0.076029064,0.583644594,-0.22471458,-0.174286956,-0.407423583,0.184867546,-0.204647105,-0.672402668,0.275149316,0.097220181,-0.083902104
DUT-51(Zr)_no_solvent,5.50332894,5.277028178,7.350172902,-6.170942582,2.359946172,1.169020307,-6.341509979,2.251026875,0.35107105,-2.445582183,0.013470874,-2.439985776,3.904420338,-2.590047611,1.615313958,-1.984999345,-0.729119022,-0.049837025,-0.878472764,0.140786412,-0.502838388,0.668507902,-0.161386164,-1.591403802,1.084489171,-0.679375702,0.227969197,-0.18173298,-0.120415743,-0.437352294,-1.313195551,-0.100467767,-0.008743908,-0.019623342,0.86859692,-0.026134836,0.414026439,-0.243327187,0.386581992,0.084262126,-0.146015863,-1.040814012,0.056893024,0.171867419,-0.216658421,0.601674806,-0.32752304,0.500375271,0.222550563,0.423879987,0.072455358,0.008360139,-0.786798576,-0.206943984,0.314090046,0.03237861,-0.352967072,0.179714027,0.043791679,-0.212390982
DUT-67(Hf)_no_solvent,1.939565397,3.819224753,9.593004246,-5.743255704,3.561940592,0.279711283,-5.528964209,3.205232179,2.142736521,-4.940282969,-0.615781205,-2.700629638,5.503880423,-3.59726861,1.742491307,-1.930864674,0.187939988,-0.484051772,-0.195862605,0.857041827,0.086939018,-1.345922891,-0.706148074,1.301436201,1.359318998,0.253406348,0.429362873,-0.475717076,-1.269412951,0.613767175,0.308084849,0.960015103,-0.444687447,0.048823014,-0.184648666,-0.247555047,-0.303321748,-0.173267981,-0.785163627,0.109538035,0.016116407,0.166751375,0.425744277,0.115732737,0.264097065,-0.20557318,0.581992826,-0.090997262,-0.121137955,-0.269591023,-0.070855713,0.027470936,0.540138023,0.53345615,0.140443375,0.164985641,0.149459643,0.171980706,0.336998298,-0.31921978
DUT-67(Zr)_no_solvent,0.627540663,3.536596466,9.890085928,-5.37869753,3.397943761,0.616701118,-5.864945771,3.02742738,1.733615856,-4.019717329,-0.688481501,-2.434136101,5.529567778,-3.562884856,1.38341424,-1.371548745,-0.661276124,-0.170495336,-0.63941921,1.295688269,-0.822235187,0.166772382,-0.065029619,-0.654689156,0.248874672,0.414149651,-0.110541432,-1.095523808,-1.530645986,1.183545628,0.052290274,0.456473469,-0.228749883,0.327526943,0.117029249,-0.503924443,-0.00629086,0.409193695,-0.21537821,0.103037832,-0.116069197,0.009503693,0.510056171,0.538526189,0.219449447,-0.57195662,0.249149896,0.060469816,-0.047267212,-0.057537442,-0.255914887,0.265611744,0.046519019,0.292068968,0.214287795,0.177788271,0.181006942,0.048900133,0.087032636,-0.207850632
DUT-69(Zr)_no_solvent,8.222757604,5.66022023,5.46713059,-7.764969981,1.922334127,0.468829018,-7.526910276,2.549339992,0.924224718,-1.64049475,-0.651354534,-3.623135079,5.236865354,-3.615902809,1.42199698,-2.574530301,-1.213399015,-0.25225542,-1.302288356,1.235549551,-1.162302913,0.331327426,-0.274840413,-0.383483969,0.61089361,0.859193288,-0.387625351,-0.934276029,-1.569944161,0.600744172,-0.284502261,-0.160994025,-0.312922249,0.198006782,0.430476037,-0.294838778,-0.680185,0.65785048,0.378702334,0.065833706,0.313723215,1.050407082,-0.459388767,-0.038403086,0.192917305,-0.107935692,0.403116773,0.033385399,-0.778037833,-0.023234748,0.6639702,-0.40196511,-0.301422427,-0.242688597,-0.44000769,0.081493715,0.476327531,-0.12996667,-0.433804009,0.409120004
ee-2-Mg2(dobpdc)_no_solvent,-9.766726219,17.36570218,-12.18372304,9.062462219,7.684620966,-19.66126264,-8.158317691,-1.992005645,5.296510295,1.928678668,-3.154061511,7.603376627,2.566967365,-0.478780361,-0.020783924,-6.214625112,-3.441195626,-2.56192658,0.817983471,0.621976586,-2.416212105,-0.822500305,2.416746578,0.811789673,-0.205347225,0.489344521,-0.054497873,0.977819818,0.71657233,-0.93187475,0.404439209,0.63113016,-0.569185831,-0.251960738,-0.578021799,-0.067003706,0.273444904,-0.420430606,-0.498621219,-0.180439417,0.130771488,0.65622541,-0.32045545,-0.071723584,0.441283025,0.029693637,-0.373595566,0.534671084,0.37533619,0.173967327,-0.206921658,0.051107384,0.106943493,-0.198109762,0.013976768,0.47456023,0.127579743,0.054789001,-0.113689683,-0.038260791
Eu-ADBA_no_solvent,10.50745249,-4.121420369,0.531106023,1.24899224,-0.169279499,0.15768365,-1.324790359,-0.110527927,-0.92400682,-0.956803857,0.963914726,0.821172277,0.265088649,1.351467039,2.296489016,-1.738238325,1.434495624,0.533137124,0.988483925,-1.387385096,0.916506348,-1.941264061,-0.837246004,1.91289532,-0.258298937,0.01281821,-0.468979643,0.508070235,-0.28736174,-0.639956977,-0.312262515,-0.114101691,0.348941936,-0.241086123,-0.031759964,-0.378733077,-0.667980283,-0.026957544,0.342635038,0.053569624,0.333290349,0.617731132,-0.054236765,-0.351006742,-0.185942603,0.31699954,-0.405639811,-0.212533661,0.000558785,-0.014917821,0.518142198,-0.225633377,0.369600677,-0.151842258,-0.01044976,-0.17990433,0.081764832,0.0755048,-0.201192209,0.022022551
Eu-CP_no_solvent,3.991351012,4.938841163,3.288256313,-2.878322818,2.895524001,-3.78929264,2.084135158,-3.476301759,-1.412518535,-2.517209371,0.047312978,-0.110511721,-1.423277014,3.525570076,2.801498318,2.737510968,-1.594852244,-0.430919996,-0.683498212,-0.683449015,-0.461170972,-1.600618537,1.330410202,1.0069813,0.930841788,1.160233188,0.782296329,-0.558124883,0.152473998,-0.057514988,0.339122025,-0.703407029,0.132026035,0.476641244,-0.118789628,-0.284846,-0.400281364,0.024726675,-0.397356806,0.04705007,-0.42767189,0.073965038,0.401550668,0.163303407,-0.196337288,0.139838724,-0.04216988,-0.217928596,-0.091371893,0.011483335,-0.277719326,0.137241197,-0.032778915,-0.540038455,0.068730891,0.036057059,-0.025453916,0.040770071,-0.269162486,-0.246705375
Eu-Cu_no_solvent,0.276539004,-4.725931588,1.159022525,0.55530753,-1.723678781,-0.087389736,-0.083754296,0.835113523,0.815441977,-1.854454376,0.74464607,1.079681448,0.037468563,-0.070412456,-0.148397577,0.066831214,0.711317207,-0.58798178,0.500060358,0.503884392,0.763467243,-0.647235557,0.108494898,0.187341923,-0.512901675,-0.537393697,0.157520986,0.219484552,0.005332355,0.50361239,0.081211428,-0.335507399,-0.407722004,-0.09162109,-0.117790064,0.262713361,0.011456216,0.216544115,-0.150744647,-0.031047141,0.046594057,-0.40756005,-0.00798798,0.405606582,-0.042698643,0.146934497,-0.186856757,0.028205605,0.078419656,-0.039942955,0.127568873,0.202687718,0.161149133,-0.042143592,0.046019134,-0.071484694,0.154164893,-0.026578142,0.048577974,-0.112046562
Eu-TDA_no_solvent,3.25339622,-0.266900387,3.698580875,-1.96731224,4.147927603,-3.297460862,-2.029444876,3.249872757,1.02319627,-2.540904945,0.925222881,-1.499856434,2.18561682,-0.848778552,2.038333617,-0.49323739,1.400967631,0.309839493,0.131914426,0.140296325,-0.055088523,-0.278633478,0.622829098,-0.185055161,0.452965417,0.315951255,0.449549098,-0.924074252,0.068659308,1.839162503,-0.037410178,0.275823333,-0.3102595,-0.15801603,0.282254337,0.120343975,0.162270624,0.127095787,-0.296966528,0.05526292,0.075984793,-0.181735348,0.18091985,-0.139641079,-0.019114656,-0.08705469,-0.00931767,0.150297943,-0.093494472,-0.106837468,-0.128215454,0.150256665,0.15704585,0.302786332,-0.017906059,0.102850182,0.112160771,-0.235954097,-0.007884235,0.06927976
FJI-H14_no_solvent,-1.258962338,-0.910004758,1.880872422,0.885515907,2.814801006,-1.016762942,0.88257534,-0.763054827,-1.411031206,0.982501926,0.652318092,0.516016422,-0.187019036,-1.043237657,-0.698535731,-0.718632974,-0.793291762,0.863088967,-0.097493084,-0.009281066,-0.606722565,0.553039377,-0.530458057,0.246221041,0.022962431,-0.052413154,-0.241329799,-0.074014499,0.640673085,0.686254347,-0.283005178,0.106789374,-0.073405874,0.052301309,-0.443034713,0.292807181,0.445576065,0.697803458,0.355323739,-0.098415915,0.295096745,-0.334343528,-0.036027811,-0.301309015,-0.097399579,-0.060320235,-0.038802074,-0.176870361,0.051602442,-0.135189725,0.374281479,-0.260347104,-0.003499538,0.184733393,0.007330744,-0.071759088,0.258899823,0.055642752,0.024964098,-0.026794033
FJI-H25Fe_no_solvent,-0.807125891,-1.350546826,3.849180458,-0.597627754,0.013907983,-0.576190482,0.872970274,-1.782822243,-1.262536656,0.610826621,0.434985892,1.516182169,1.097010112,-0.132708618,-1.699347463,0.220038642,-0.799450546,0.396588268,-0.829110799,-0.228531601,-0.099686911,0.671338902,-1.073304329,0.219597113,-0.159629485,0.132879595,0.22825972,-0.038283645,0.2920218,0.569643643,0.142760854,-0.154267151,-0.143466142,0.139026996,-0.153890692,-0.165094924,0.247275363,-0.016239675,-0.041294577,0.012766027,0.236761823,0.117276348,-0.065987682,-0.123117657,-0.140132083,0.085248266,-0.005148653,-0.191955278,0.172973044,-0.031702667,0.050158462,0.053660586,0.106938063,0.071234231,-0.013079056,0.008907359,-0.243270913,-0.015382826,0.050227176,-0.104010628
FJI-H29_no_solvent,-4.490942703,0.466932605,3.64190135,-0.105640096,0.685670959,-1.19007943,2.212384005,-0.923412052,-1.517488352,1.396626564,1.416873589,-0.233601867,0.337302373,-0.03467924,-0.16256506,-0.620596005,0.279217112,-0.516557939,-0.145976338,0.86080876,0.520030044,-0.051708355,-0.835354344,0.826988491,-0.662997848,-0.521836658,-0.014245838,-1.08968434,-1.216861256,-0.18672181,0.422699028,-0.201229833,0.446660419,-0.061618449,-0.694900614,0.019170901,-0.084390674,0.083193195,-0.079825166,-0.408953948,-0.266044341,0.148083745,-0.178357626,0.014700176,-0.095642594,0.013950809,0.251973028,0.186620497,0.16825067,0.087003924,-0.05003031,0.028721074,-0.282143401,-0.041557006,0.184655769,0.059171086,-0.06583296,0.038963259,0.003970741,-0.019324058
FJI-H30_no_solvent,-3.83845148,4.714140549,2.994400277,-1.976504933,0.0384512,-2.267526784,2.805103781,-2.059971111,0.085341693,0.92278675,-1.477333167,1.508664122,3.053195998,2.173988525,-0.7786233,-0.36818257,-1.011302333,-0.376753542,-3.576986562,-3.530681961,0.481704412,-0.443536295,-0.951093921,0.042772949,-1.534457925,-0.316558385,0.31034829,0.199230863,0.586820565,-0.193190486,-1.053973807,-0.834803148,-0.375032617,0.026987399,1.014656557,0.981213744,0.311724345,-0.444304533,0.961705735,0.520171788,1.216128682,-0.294059881,0.797237032,0.317621337,0.264066149,0.27501605,-0.037059309,0.572160178,0.304527154,0.250981091,-0.190804929,-0.50662576,-0.099265604,0.257552237,-0.054791901,0.353226006,0.027377082,0.363120841,-0.143223701,0.118927193
FJI-H36_no_solvent,-1.861384155,-0.875692751,2.32768032,0.070101821,-0.266260401,-0.511078929,2.453470548,-0.762912728,-1.291179969,0.890041623,1.621688719,2.279199676,1.885663957,0.342743402,-1.233189001,-1.072288113,-0.630768502,0.828954126,-1.189189192,1.410829475,1.027946096,0.199439157,-0.783580267,-0.051434656,0.496861471,-0.919509769,-0.594029501,-0.166229457,-0.231936738,0.6806985,0.187834716,-0.087049216,0.512241459,-0.145921634,-0.507259509,-0.072870186,-0.034828284,-0.143873849,0.138753996,-0.085202947,0.075245254,-0.080218712,0.023173823,-0.079581127,-0.106719275,-0.105885665,-0.058303634,-0.365385394,0.119228072,0.200659922,-0.090641926,-0.118540249,-0.267212489,0.250088257,0.210411337,-0.010270607,0.012930818,0.296281589,-0.047450057,-0.139768816
FMOF-1_no_solvent,-6.762696129,-0.817896637,-1.907690346,-2.677116521,2.130950066,5.042596225,3.191027354,-0.729008879,-3.121452032,-1.410027652,-6.261540022,-1.432862587,-3.188415277,-1.961123304,1.689374464,-1.997355292,-0.104803334,-3.408354572,-0.091702954,1.107594478,-0.55822484,-4.951490517,-2.117662468,-1.396600082,-0.760484911,1.333377015,1.509922564,3.524403183,-0.535104632,0.94316889,0.035556071,-0.408999673,-0.512203804,0.004567832,-0.893854131,-0.346306972,-0.187096799,-0.818422261,0.966336219,-0.44983279,-0.137987616,-0.451667307,-0.382186733,0.295414813,0.125374202,0.446565743,-0.222349971,-0.009833777,0.07229239,-0.044994792,-0.528564304,0.47603337,0.326328752,0.206603042,0.004775423,0.0658179,-0.093773681,-0.05339626,-0.227411643,0.17182048
GeFSIX-3-Ni_no_solvent,-1.692938647,-8.737244286,-4.583550041,0.324443882,12.01739667,6.948838805,1.242315311,2.593803203,-8.550961862,-1.090513036,-8.7672179,4.283328794,1.395603668,-2.880824462,-0.188688463,1.588470426,-0.50866416,2.232446268,-0.394057629,0.532988233,-0.557592338,0.189904876,-0.730860598,1.329008006,-0.447843386,-0.407215417,0.298859149,0.910846544,0.994261048,-0.242519741,-0.695021168,0.795413576,-0.39186921,0.206668372,-0.443937893,-0.610557876,-0.295894373,-0.338404857,-0.456044529,0.139873853,-0.003194535,0.831592783,0.245680249,-0.035086714,-0.463542266,0.164473123,-0.280485889,0.068009191,-0.366051052,0.78592156,-0.119837435,-0.180810935,-0.14412518,0.187119153,0.092825696,-0.081415389,0.329089004,-0.204193058,-0.072925171,-0.17100299
GXY-L8-Co_no_solvent,0.481918109,4.808593048,2.961321936,0.295906168,1.945077356,-2.45030405,-1.351067951,-2.648846197,-3.343654571,3.123777109,0.844525,-1.292949018,-0.531895405,0.052331794,-1.350591082,0.406874211,-1.674540499,0.386231709,-2.51597412,-0.135586972,-0.158343894,-0.118672296,-0.349748578,2.21523541,-0.675556127,0.42655279,-0.915117053,0.206762884,0.366540877,0.38630788,-0.116693175,-0.30759031,0.229303244,0.486530131,-0.740540323,-0.20736342,0.193252063,-0.238993013,0.167801913,-0.621111768,0.239740607,-0.412651621,-0.045332295,0.319489451,-0.314286273,0.17952917,0.095087094,0.063339206,0.250431481,-0.187794237,0.007940126,-0.016686201,-0.00404437,-0.11752834,0.191846814,0.018452336,0.002353778,-0.051439546,0.187040852,0.133914791
